"STATE","CITY","LAT","LON","NAME"
"AK","Anchorage",61.193123,-149.832869,"Martin Luther King Jr. Technical High School"
"AK","Anchorage",61.186973,-149.833637,"McLaughlin Secondary School"
"AK","Anchorage",61.100283,-149.808494,"South Anchorage High School"
"AK","Eagle River",61.298507,-149.57236,"Eagle River High School"
"AK","Anchorage",61.139047,-149.781301,"Service High School"
"AK","Anchorage",61.193958,-149.775759,"Highland Academy Charter"
"AK","Eagle River",61.193123,-149.832869,"Alaska Middle College School"
"AK","Juneau",58.305326,-134.429418,"Juneau-Douglas High School: Yadaa.at KalT"
"AK","Juneau",58.329568,-134.467695,"Johnson Youth Center"
"AK","Juneau",58.379312,-134.591021,"Thunder Mountain High School"
"AK","Juneau",58.303484,-134.42692,"Yaakoosge Daakahidi Alt. H.S."
"AK","Sitka",57.051582,-135.330326,"Pacific High School"
"AK","Sitka",57.062237,-135.34095,"Sitka High School"
"AK","Haines",59.234574,-135.453573,"Haines High School"
"AK","Kenai",60.553799,-151.253696,"Kenai Alternative High School"
"AK","Homer",59.649981,-151.518955,"Homer Flex School"
"AK","Homer",59.651868,-151.528097,"Homer High School"
"AK","Kenai",60.567003,-151.232337,"Marathon School"
"AK","Kenai",60.561422,-151.212574,"Kenai Central High School"
"AK","Seward",60.129956,-149.443249,"Seward High School"
"AK","Soldotna",60.493495,-151.096317,"Soldotna High School"
"AK","Nikiski",60.734351,-151.296147,"Nikiski Middle/Senior High School"
"AK","Soldotna",60.458105,-151.100758,"River City Academy"
"AK","Kodiak",57.793365,-152.393905,"Kodiak High School"
"AK","Palmer",61.605179,-149.137348,"Palmer High School"
"AK","Talkeetna",62.131208,-150.043869,"Susitna Valley High"
"AK","Wasilla",61.588204,-149.430625,"Wasilla High School"
"AK","Palmer",61.585923,-149.104279,"Mat-Su Youth Facility"
"AK","Palmer",61.59168,-149.16792,"Valley Pathways"
"AK","Big Lake",61.590054,-149.769634,"Houston High School"
"AK","Palmer",61.607969,-149.211983,"Colony High School"
"AK","Wasilla",61.579813,-149.494934,"Burchell High School"
"AK","Wasilla",61.60814,-149.363494,"Mat-Su Career & Tech Ed High School"
"AK","Palmer",61.579452,-149.24045,"Mat-Su Middle College School"
"AK","Wasilla",61.501287,-149.702793,"Joe Redington Senior Jr/Sr High School"
"AK","Metlakatla",55.126236,-131.577064,"Metlakatla High School"
"AK","Nome",64.542453,-165.40547,"Nome-Beltz Middle/High"
"AK","Fairbanks",64.832813,-147.764598,"Golden Heart Academy"
"AK","Eielson AFB",64.674796,-147.074375,"Ben Eielson Jr/Sr High School"
"AK","Fairbanks",64.835345,-147.732627,"Lathrop High School"
"AK","North Pole",64.746564,-147.36948,"North Pole High School"
"AK","Fairbanks",64.851566,-147.825413,"West Valley High School"
"AK","Fairbanks",64.847827,-147.840318,"Effie Kokrine Charter School"
"AK","Fairbanks",64.850273,-147.815486,"Hutchison High School"
"AK","Utqiagvik",71.289513,-156.768165,"Barrow High School"
"AK","Utqiagvik",71.300337,-156.754238,"Kiita Learning Community"
"AK","Kotzebue",66.902207,-162.58468,"Kotzebue Middle/High School"
"AK","Petersburg",56.815137,-132.955668,"Petersburg High School"
"AK","Unalaska",53.872671,-166.529624,"Unalaska Jr/Sr High School"
"AK","Aniak",61.580187,-159.551624,"Aniak Jr/Sr High School"
"AK","Kalskag",61.532419,-160.347052,"George Morgan Sr. H.S."
"AK","Valdez",61.138356,-146.357754,"Valdez High School"
"AK","Wrangell",56.472048,-132.380981,"Wrangell High School"
"AZ","Scottsdale",33.7855,-111.956,"Cactus Shadows High School"
"AZ","CHINO VALLEY",34.746849,-112.451857,"Chino Valley High School"
"AZ","SIERRA VISTA",31.5574,-110.2897,"Center for Academic Success #1 - Sierra Vista 9-12"
"AZ","DOUGLAS",31.3396,-109.5548,"Center for Academic Success #2 - Douglas 9-12"
"AZ","FLAGSTAFF",35.238057,-111.66878,"Flagstaff Arts And Leadership Academy"
"AZ","Colorado City",36.995444,-113.004115,"El Capitan Public School"
"AZ","Pinon",36.11397,-110.216254,"Pinon High School"
"AZ","Heber",34.4356,-110.5875,"Mogollon High School"
"AZ","PHOENIX",33.4493,-111.9971,"Gateway Early College High School"
"AZ","TEMPE",33.415291,-111.919221,"New School for the Arts"
"AZ","SCOTTSDALE",33.506913,-111.838363,"Salt River Accelerated Learning Academy"
"AZ","PHOENIX",33.374942,-112.07114,"NFL YET College Prep Academy"
"AZ","MESA",33.4142,-111.8321,"Heritage Academy"
"AZ","MARICOPA",33.047996,-112.007733,"Heritage Academy Maricopa"
"AZ","PHOENIX",33.464439,-112.069791,"Arizona School For The Arts"
"AZ","PHOENIX",33.456125,-112.081191,"City View High School"
"AZ","Phoenix",33.639642,-112.050794,"Intelli-School - Paradise Valley"
"AZ","PHOENIX",33.553719,-112.107124,"IntelliSchool Online"
"AZ","Queen Creek",33.279764,-111.67649,"Benjamin Franklin High School"
"AZ","TEMPE",33.392618,-111.918573,"Tempe Preparatory Academy"
"AZ","KINGMAN",35.223572,-114.028214,"Kingman Academy of Learning - High School"
"AZ","Taylor",34.4809,-110.0974,"Northern AZ Academy for Career Dev. - Taylor"
"AZ","TUCSON",32.235137,-110.934258,"Edge High School - Himmel Park"
"AZ","TUCSON",32.334486,-110.975312,"EDGE High School - Northwest"
"AZ","TUCSON",32.245757,-110.972279,"Alternative Computerized Education (ACE) Charter High School"
"AZ","TUCSON",32.192698,-110.94251,"Youth Works Charter High School"
"AZ","MOHAVE VALLEY",34.8943,-114.5705,"River Valley High School"
"AZ","BULLHEAD CITY",35.1064,-114.5999,"Mohave High School"
"AZ","FORT MOHAVE",34.894401,-114.57022,"CRUHSD Academy"
"AZ","TUCSON",32.1693,-110.9449,"PPEP TEC - Celestino Fernandez Learning Center"
"AZ","CASA GRANDE",32.886636,-111.758136,"PPEP TEC - Alice S. Paul Learning Center"
"AZ","DOUGLAS",31.34605,-109.554896,"PPEP TEC - Raul H. Castro Learning Center"
"AZ","San Luis",32.500636,-114.785955,"PPEP TEC - Cesar Chavez Learning Center"
"AZ","Somerton",32.597762,-114.705995,"PPEP TEC - Jose Yepez Learning Center"
"AZ","Sierra Vista",31.5324,-110.2558,"PPEP TEC - Colin L. Powell Learning Center"
"AZ","YUMA",32.6993,-114.665249,"Educational Opportunity Center"
"AZ","Flagstaff",35.1996,-111.6062,"Northland Preparatory Academy"
"AZ","GLOBE",33.401231,-110.775802,"Liberty High School"
"AZ","PHOENIX",33.479939,-111.996269,"Ombudsman - Charter East"
"AZ","Phoenix",33.638585,-112.122838,"Ombudsman - Charter West"
"AZ","Glendale",33.55126,-112.152221,"Ombudsman - Charter Metro"
"AZ","Tempe",33.44295,-111.927461,"Ombudsman - Charter Northeast"
"AZ","Peoria",33.581325,-112.264203,"Ombudsman - Charter Northwest"
"AZ","PHOENIX",33.479926,-111.993746,"Ombudsman - Charter East II"
"AZ","TUCSON",32.136471,-111.002207,"Ombudsman - Charter Valencia"
"AZ","Glendale",33.640435,-112.136717,"Ombudsman Online Academy"
"AZ","PHOENIX",33.654305,-112.00138,"AAEC - Paradise Valley"
"AZ","PHOENIX",33.513177,-112.06435,"International Commerce High School - Phoenix"
"AZ","TEMPE",33.406869,-111.922185,"International Commerce High School - Tempe"
"AZ","TEMPE",33.40704,-111.922227,"Humanities and Sciences Academy Arizona"
"AZ","Mesa",33.381097,-111.839216,"International Commerce High School MCG"
"AZ","PHOENIX",33.5819,-111.9923,"Accelerated Learning Center"
"AZ","PHOENIX",33.4654,-112.0661,"Genesis Academy"
"AZ","Phoenix",33.508237,-112.083686,"Girls Leadership Academy of Arizona"
"AZ","TUCSON",32.222799,-110.951447,"Ha:san Preparatory & Leadership School"
"AZ","CHANDLER",33.350193,-111.860226,"Kaizen Education Foundation dba El Dorado High School"
"AZ","GLENDALE",33.524649,-112.153241,"Glenview College Preparatory High School"
"AZ","PHOENIX",33.5153,-112.0569,"Learning Institute The"
"AZ","Shonto",36.598492,-110.655179,"Shonto Preparatory Technology High School"
"AZ","TUCSON",32.271717,-110.971049,"Tucson Preparatory School"
"AZ","Flagstaff",35.2093,-111.604,"Ponderosa High School"
"AZ","Page",36.906558,-111.470867,"Tse'yaato' High School"
"AZ","Flagstaff",35.209386,-111.604025,"CCASD Online Instruction"
"AZ","Snowflake",34.506962,-110.082748,"NAVIT - Snowflake High School"
"AZ","SHOW LOW",34.261163,-110.049082,"NAVIT - Show Low High School"
"AZ","LAKESIDE",34.149616,-109.966544,"NAVIT - Blue Ridge High School"
"AZ","Eagar",34.120618,-109.287906,"NAVIT - Round Valley High School"
"AZ","Heber",34.435623,-110.587504,"NAVIT - Mogollon High School (Heber-Overgaard)"
"AZ","SHOW LOW",34.264751,-110.028565,"NAVIT - NAVIT Courses"
"AZ","St Johns",34.501976,-109.388748,"NAVIT - St. Johns High School"
"AZ","HOLBROOK",34.906373,-110.170141,"NAVIT - Holbrook High School"
"AZ","Joseph City",34.95903,-110.322041,"NAVIT - Joseph City High School"
"AZ","WINSLOW",35.027822,-110.689,"NAVIT - Winslow High School"
"AZ","Whiteriver",33.832438,-109.970594,"NAVIT - Alchesay High School"
"AZ","PAYSON",34.237249,-111.331509,"NAVIT - Payson High School"
"AZ","PRESCOTT",34.635739,-112.40616,"Tri-City College Prep"
"AZ","BENSON",31.965419,-110.29961,"Benson High School"
"AZ","BENSON",31.965419,-110.29961,"Benson Digital Learning Center"
"AZ","PHOENIX",33.491648,-112.117636,"Tech Campus"
"AZ","PHOENIX",33.639017,-112.031657,"Career Success Schools - STEM Academy 7-12"
"AZ","PHOENIX",33.447868,-112.027037,"Robert L. Duffy High School"
"AZ","PHOENIX",33.2986,-111.9789,"Horizon Honors Secondary School"
"AZ","TEMPE",33.3698,-111.9106,"James Madison Preparatory School"
"AZ","Phoenix",33.4666,-112.083,"Metropolitan Arts Institute"
"AZ","SURPRISE",33.599874,-112.434419,"Paradise Honors High School"
"AZ","Phoenix",33.379666,-111.997217,"Skyline Prep High School"
"AZ","MESA",33.3876,-111.8149,"Sequoia Secondary School"
"AZ","SHOW LOW",34.28394,-110.121698,"Sequoia Village High School"
"AZ","Lake Havasu City",34.491,-114.3173,"Telesis Preparatory Academy"
"AZ","TUCSON",32.251762,-110.934988,"Southern Arizona Community Academy"
"AZ","TUCSON",32.251762,-110.934988,"SACA Online"
"AZ","TUCSON",32.2215,-110.8111,"Eastpointe High School"
"AZ","Prescott Valley",34.57999,-112.348932,"PACE Preparatory Academy"
"AZ","Tempe",33.394063,-111.893133,"Valley Preparatory Academy"
"AZ","TEMPE",33.4493,-111.9251,"Student Choice High School"
"AZ","Peoria",33.683053,-112.235524,"Student Choice High School"
"AZ","Phoenix",33.527797,-112.13398,"Career and College Prep"
"AZ","MESA",33.4235,-111.7931,"Academy with Community Partners"
"AZ","GLENDALE",33.6532,-112.1697,"Deer Valley Academy"
"AZ","BULLHEAD CITY",35.101183,-114.625291,"Mohave Accelerated Learning Center"
"AZ","PHOENIX",33.496048,-112.222435,"Premier Charter High School"
"AZ","KINGMAN",35.244,-114.0104,"Kingman High School"
"AZ","KINGMAN",35.1919,-114.0598,"Lee Williams High School"
"AZ","KINGMAN",35.214542,-114.015743,"Kingman Online Learning Academy (KOLA) High School"
"AZ","Phoenix",33.495297,-112.273302,"Arizona Preparatory Academy"
"AZ","GLENDALE",33.654054,-112.136054,"Thrivepoint High School at Union Hills"
"AZ","PHOENIX",33.575218,-112.125915,"ThrivePoint High School at Metro"
"AZ","GLENDALE",33.648551,-112.162028,"ThrivePoint High School at Grovers"
"AZ","SURPRISE",33.625804,-112.414901,"ThrivePoint High School at Surprise"
"AZ","Buckeye",33.389568,-112.589774,"ThrivePoint High School at Buckeye"
"AZ","GLENDALE",33.648551,-112.162028,"ThrivePoint Online High School"
"AZ","Avondale",33.44862,-112.335868,"ThrivePoint High School at Avondale"
"AZ","Prescott Valley",34.634236,-112.33499,"Yavapai County High School"
"AZ","PRESCOTT",34.62823,-112.410912,"Aspire  High School"
"AZ","Miami",33.410774,-110.833222,"CVIT - Miami High School"
"AZ","Winkelman",32.993072,-110.771434,"CVIT - Hayden High School"
"AZ","SUPERIOR",33.27869,-111.111254,"CVIT - Superior High School"
"AZ","PERIDOT",33.298194,-110.473998,"CVIT - San Carlos High School"
"AZ","GLOBE",33.393803,-110.781309,"CVIT - Globe High School"
"AZ","SUPERIOR",33.364953,-110.767613,"CVIT - Central Campus EAC Gila Pueblo"
"AZ","Kearny",33.06486,-110.912203,"CVIT - Ray High School"
"AZ","WINKELMAN",32.849579,-110.70317,"CVIT - Central Campus CAC Aravaipa"
"AZ","TEMPE",33.364424,-111.913534,"Pinnacle Charter High School-Tempe East"
"AZ","TEMPE",33.364424,-111.913534,"Pinnacle Online - WMCB"
"AZ","TUCSON",32.136471,-111.002207,"Ombudsman - Charter Valencia"
